O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O
O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O
O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O
O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O
O,O,O,O,F,F,W,W,W,W,W,W,W,F,F,O,O,O,O,O
O,O,O,O,F,F,W,F,F,F,F,F,W,F,F,O,O,O,O,O
O,O,O,O,F,F,W,F,W,S,W,F,W,F,F,O,O,O,O,O
O,O,O,O,F,F,W,F,W,K,W,F,W,F,F,O,O,O,O,O
O,O,O,O,F,F,W,F,W,W,W,F,W,F,F,O,O,O,O,O
O,O,O,O,F,F,W,F,F,F,F,F,W,F,F,O,O,O,O,O
O,O,O,O,F,O,H,F,F,F,F,F,H,O,F,O,O,O,O,O
O,O,O,O,F,O,F,F,F,F,F,F,F,O,F,O,O,O,O,O
O,O,O,O,F,O,F,F,W,W,W,F,F,O,F,O,O,O,O,O
O,O,O,O,F,O,F,F,W,D,W,F,F,O,F,O,O,O,O,O
O,O,O,O,F,O,F,F,W,S,W,F,F,O,F,O,O,O,O,O
O,O,O,O,F,O,F,F,F,F,F,F,F,O,F,O,O,O,O,O
O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O
O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O
O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O
O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O,O
